"song_popularity","loudness","danceability","song_duration_ms","energy","acousticness","es_instrumental","audio_mode","key_1","key_2","key_3","key_4","key_5","key_6","key_7","key_8","key_9","key_10","key_11","time_signature_1","time_signature_3","time_signature_4","time_signature_5","valence_binned_valence_media","valence_binned_valence_alta"
5,-10.541,0.843,145659,0.33,0.535,0,"1",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
78,-5.114,0.733,241599,0.912,0.0744,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
42,-8.907,0.65,290293,0.56,0.55,0,"1",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
11,-3.782,0.746,166138,0.877,0.0375,0,"1",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
74,-6.94,0.268,179200,0.459,0.378,0,"1",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
74,-7.132,0.592,176075,0.571,0.172,0,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50,-14.805,0.899,211226,0.448,0.0113,0,"1",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
55,-11.541,0.567,201481,0.867,0.00384,0,"0",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
26,-11.182,0.731,188110,0.346,0.372,0,"0",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0,-6.49,0.749,185186,0.967,0.000361,1,"0",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2,-6.297,0.552,225533,0.886,0.0177,0,"0",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
4,-8.03,0.236,207813,0.836,0.0243,1,"1",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
62,-9.858,0.865,215445,0.525,0.145,0,"1",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
41,-9.671,0.691,199533,0.581,0.504,0,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
77,-7.033,0.782,268933,0.436,0.331,0,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
65,-10.273,0.471,209573,0.179,0.921,0,"1",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
52,-6.503,0.698,264853,0.783,0.016,0,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
58,-5.68,0.757,223240,0.625,0.00297,0,"0",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
76,-8.417,0.728,176702,0.607,0.133,0,"0",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
62,-6.508,0.901,197922,0.559,0.0835,0,"0",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
48,-5.605,0.813,211825,0.882,0.0193,0,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
64,-18.515,0.394,285866,0.0826,0.946,0,"1",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
98,-5.991,0.653,213309,0.67,0.0119,0,"1",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
46,-6.84,0.525,189493,0.63,0.0998,0,"1",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
10,-6.443,0.739,159466,0.926,0.00935,1,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
73,-5.436,0.527,210226,0.978,0.00124,0,"1",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
56,-2.605,0.734,198093,0.907,0.135,0,"0",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
55,-7.608,0.464,208421,0.468,0.054,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
55,-21.672,0.172,118333,0.103,0.949,1,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
73,-3.887,0.499,276040,0.727,0.0386,0,"1",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
80,-4.506,0.725,204022,0.834,0.0784,0,"0",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
62,-15.584,0.643,159102,0.213,0.891,1,"1",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
99,-5.68,0.901,207072,0.428,0.0215,0,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
84,-5.025,0.69,210090,0.622,0.0351,0,"0",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
56,-6.221,0.83,275560,0.539,0.14,0,"1",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
68,-6.442,0.699,193761,0.583,0.05,0,"1",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
68,-8.524,0.529,211304,0.203,0.829,0,"0",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
77,-4.813,0.743,231173,0.703,0.715,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
58,-5.534,0.368,209520,0.869,0.000307,0,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
58,-6.288,0.505,404413,0.789,0.0565,1,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
59,-6.773,0.593,241013,0.902,0.0196,1,"1",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
34,-8.585,0.524,207800,0.444,0.652,0,"1",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
72,-9.397,0.497,216533,0.698,0.0613,0,"1",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
44,-4.802,0.262,198867,0.881,0.065,0,"0",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
45,-4.757,0.41,191307,0.786,0.0924,0,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
89,-6.431,0.63,230761,0.486,0.0129,0,"0",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
51,-6.942,0.77,212016,0.699,0.151,0,"1",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
67,-3.212,0.615,180853,0.797,0.0812,0,"1",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
60,-11.587,0.591,257266,0.513,0.238,1,"0",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
65,-5.904,0.71,256622,0.645,0.141,0,"0",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
51,-6.989,0.66,198849,0.657,0.0199,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48,-8.098,0.667,160826,0.95,0.0017,0,"1",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
78,-7.335,0.509,252866,0.831,0.385,0,"1",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
24,-6.518,0.565,224280,0.443,0.735,0,"0",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
37,-6.246,0.515,226826,0.603,0.639,0,"1",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
79,-9.545,0.441,208226,0.464,0.877,1,"1",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40,-6.089,0.614,202226,0.367,0.551,1,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
57,-8.455,0.213,308946,0.441,0.0248,0,"1",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
19,-4.876,0.718,270883,0.847,0.485,0,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
56,-9.196,0.701,140773,0.594,0.567,0,"1",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
51,-5.399,0.519,192826,0.642,0.188,0,"1",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
53,-8.248,0.805,348318,0.644,0.0356,1,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19,-11.267,0.369,285133,0.744,0.0218,1,"1",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
65,-5.886,0.839,135016,0.473,0.641,0,"0",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
46,-7.269,0.646,211306,0.506,0.184,0,"0",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
67,-4.19,0.687,241040,0.917,0.109,0,"1",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
79,-9.545,0.52,208226,0.379,0.968,0,"1",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
65,-7.539,0.574,197413,0.656,0.208,0,"0",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
37,-8.312,0.629,179857,0.551,0.117,0,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60,-5.867,0.66,211533,0.927,0.461,0,"0",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
68,-10.552,0.329,433520,0.306,0.739,0,"0",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16,-5.425,0.636,198213,0.9,0.293,0,"1",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
68,-2.555,0.781,229840,0.98,0.0236,1,"0",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
67,-4.317,0.71,232800,0.882,0.00777,0,"0",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
53,-5.114,0.673,167426,0.84,0.126,0,"1",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
70,-8.768,0.625,281466,0.54,0.0562,0,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
83,-5.881,0.662,169714,0.861,0.00394,0,"1",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
43,-8.308,0.462,575200,0.725,0.322,0,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
87,-7.114,0.755,174860,0.625,0.49,0,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
55,-3.833,0.416,246818,0.949,0.313,0,"1",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
42,-5.066,0.593,198000,0.829,0.0658,0,"1",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
97,-6.442,0.669,196400,0.733,0.0175,0,"0",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
67,-3.95,0.554,177464,0.907,0.0292,0,"0",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
71,-4.754,0.799,280853,0.878,0.189,0,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
59,-4.807,0.473,203666,0.892,0.00187,0,"0",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
73,-6.338,0.539,230693,0.884,0.382,0,"1",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
90,-4.882,0.643,180897,0.529,0.268,0,"0",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
59,-7.755,0.677,188986,0.792,0.208,0,"0",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
59,-7.508,0.676,235093,0.868,5.62e-06,1,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
51,-1.976,0.468,195389,0.939,0.00101,0,"0",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
39,-7.552,0.489,141583,0.64,0.817,0,"1",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
47,-8.227,0.564,183706,0.665,0.169,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
77,-7.711,0.629,356400,0.901,0.141,0,"1",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
49,-5.721,0.606,227893,0.758,0.000289,1,"0",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
90,-4.296,0.612,152000,0.63,0.13,0,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
54,-12.751,0.684,202500,0.33,0.757,0,"1",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
60,-9.594,0.62,201683,0.374,0.968,0,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35,-7.064,0.585,159645,0.7,0.534,0,"0",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
60,-3.145,0.761,215917,0.701,0.172,0,"0",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
23,-7.716,0.782,146484,0.591,0.0275,0,"0",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
79,-4.987,0.53,204013,0.714,0.0438,0,"0",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
32,-6.546,0.524,358426,0.841,0.0415,0,"1",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
91,-7.979,0.858,225199,0.615,0.00127,0,"0",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
68,-6.924,0.749,234373,0.637,0.479,0,"1",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
69,-11.169,0.604,180999,0.622,0.169,0,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
57,-9.155,0.805,278655,0.385,0.284,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
92,-7.906,0.575,199226,0.617,0.0558,0,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
28,-8.591,0.674,210666,0.439,0.077,0,"1",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
63,-9.428,0.528,266997,0.381,0.768,0,"1",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
66,-9.275,0.669,180005,0.457,0.815,0,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34,-4.084,0.507,247504,0.951,0.00731,0,"1",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
40,-9.655,0.651,260666,0.261,0.779,0,"0",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8,-4.068,0.638,188138,0.807,0.173,0,"1",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
28,-7.093,0.504,230333,0.801,0.000527,0,"0",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
57,-6.41,0.481,293213,0.922,0.0238,0,"1",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
58,-10.19,0.64,203417,0.667,0.000211,1,"0",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
46,-7.811,0.6,179640,0.734,0.0116,0,"1",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
69,-2.451,0.729,207400,0.771,0.00761,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1,-3.883,0.408,272665,0.953,0.00532,0,"1",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
9,-5.77,0.666,203480,0.876,0.0647,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
71,-5.48,0.59,178131,0.678,0.0259,0,"1",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
74,-4.408,0.714,135920,0.566,0.142,0,"1",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
51,-5.78,0.372,184950,0.727,0.0563,0,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
53,-8.329,0.876,182224,0.586,0.149,0,"0",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
58,-9.674,0.698,160000,0.661,0.636,0,"1",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
76,-10.49,0.605,250001,0.335,0.704,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
37,-9.096,0.791,376600,0.79,0.00255,0,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
54,-9.539,0.845,267152,0.819,0.0447,1,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,-4.152,0.604,165480,0.85,0.00141,0,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
59,-4.909,0.657,210221,0.861,0.0655,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
78,-6.237,0.438,240800,0.815,0.228,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8,-8.332,0.679,283297,0.519,0.000473,0,"1",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
73,-9.343,0.554,217633,0.615,0.0632,0,"1",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
63,-9.381,0.502,246000,0.233,0.773,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
72,-6.381,0.607,187105,0.373,0.259,0,"1",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
46,-3.179,0.363,212120,0.915,0.012,0,"1",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
47,-7.113,0.493,195676,0.445,0.907,0,"1",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
37,-3.585,0.489,207982,0.923,0.00113,0,"0",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
78,-6.702,0.845,200265,0.668,0.2,0,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
50,-7.702,0.805,268333,0.496,0.369,0,"1",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
65,-8.838,0.867,199426,0.211,0.911,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51,-8.865,0.586,225611,0.603,0.0155,0,"0",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
72,-6.784,0.429,206222,0.564,0.0193,0,"0",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
83,-4.566,0.575,215151,0.732,0.266,0,"0",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
54,-4.231,0.736,226226,0.823,0.0873,0,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
71,-6.127,0.331,205160,0.592,0.0824,0,"1",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
60,-6.913,0.651,200676,0.711,0.111,0,"0",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
46,-7.666,0.923,91750,0.498,0.389,0,"0",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
76,-6.757,0.616,263826,0.653,0.082,0,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
62,-3.145,0.647,197494,0.8,0.0109,0,"0",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
58,-5.531,0.639,178456,0.685,0.282,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
17,-7.055,0.621,265371,0.699,0.148,0,"0",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
57,-16.254,0.409,195906,0.309,0.781,0,"0",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,-14.31,0.573,129360,0.304,0.332,1,"1",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
69,-4.141,0.67,130293,0.724,0.577,0,"1",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
57,-7.619,0.667,222641,0.789,0.0322,1,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
65,-6.626,0.47,202346,0.714,0.395,0,"1",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
49,-9.653,0.685,223503,0.316,0.303,0,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
40,-7.42,0.608,247480,0.727,0.0245,0,"1",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
61,-6.273,0.61,241607,0.785,0.188,0,"1",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0,-7.734,0.802,60000,0.564,0.00295,1,"0",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
48,-8.339,0.589,224287,0.321,0.00552,1,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
77,-6.371,0.967,195720,0.583,0.536,0,"1",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
68,-4.499,0.822,241933,0.753,0.0337,0,"0",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
58,-4.568,0.86,152984,0.66,0.573,0,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
55,-3.837,0.694,248519,0.902,0.0063,0,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
15,-11.923,0.584,188093,0.525,0.877,0,"1",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
86,-6.061,0.757,281560,0.445,0.474,0,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
47,-6.71,0.724,210986,0.576,0.0116,0,"0",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
64,-7.762,0.876,208484,0.557,0.0357,0,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
51,-11.889,0.543,279973,0.689,0.000416,1,"0",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
68,-9.731,0.699,146666,0.583,0.0354,0,"0",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
59,-4.437,0.539,301706,0.909,0.00011,0,"1",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
81,-4.666,0.822,204150,0.87,0.0142,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
59,-8.473,0.672,139293,0.655,0.233,1,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
66,-4.331,0.591,279346,0.755,0.323,0,"0",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
3,-7.124,0.456,205757,0.893,0.00119,0,"1",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
61,-5.766,0.963,233297,0.677,2.23e-05,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
45,-4.277,0.815,304786,0.761,0.000333,0,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3,-7.301,0.561,228093,0.916,2.45e-05,1,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
67,-9.829,0.631,185491,0.67,0.0223,0,"1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32,-4.303,0.442,185186,0.836,0.608,0,"0",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
72,-8.999,0.799,245681,0.373,0.259,0,"1",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
79,-7.108,0.61,230408,0.507,0.707,0,"0",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
3,-11.291,0.699,291178,0.698,0.315,0,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
22,-6.876,0.526,250285,0.804,0.033,1,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
72,-9.163,0.445,186463,0.357,0.153,0,"1",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
63,-3.144,0.62,159462,0.657,0.0757,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
94,-6.35,0.818,197253,0.54,0.0143,0,"0",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
46,-4.78,0.579,262450,0.914,0.0464,0,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
72,-5.931,0.607,238160,0.629,0.405,0,"1",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
58,-2.416,0.604,200624,0.796,0.0126,0,"0",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42,-5.931,0.902,220213,0.522,0.206,0,"0",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
64,-3.989,0.722,200170,0.88,0.21,0,"0",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
38,-7.26,0.716,189334,0.869,0.0294,0,"1",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,-8.444,0.955,158769,0.492,0.0987,0,"1",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,-7.034,0.849,207430,0.681,0.0327,0,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
70,-5.244,0.78,158062,0.787,0.112,0,"1",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
2,-6.916,0.684,170434,0.819,0.0133,0,"0",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
53,-14.244,0.763,160893,0.364,0.556,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
42,-13.598,0.346,299000,0.572,0.487,0,"0",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
14,-2.744,0.521,225760,0.921,0.026,0,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
49,-11.036,0.655,271094,0.203,0.919,0,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
53,-15.46,0.703,155266,0.49,0.255,1,"1",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
