"song_popularity","song_duration_ms_log_scaled","acousticness_log_scaled","liveness_log_scaled","speechiness_log_scaled","instrumentalness_log_scaled","es_instrumental","audio_mode","loudness","danceability","audio_valence","energy","tempo","key_1","key_2","key_3","key_4","key_5","key_6","key_7","key_8","key_9","key_10","key_11","time_signature_1","time_signature_3","time_signature_4","time_signature_5","valence_binned_valence_media","valence_binned_valence_alta"
11,-0.897186953273676,-0.806264852608818,0.456096769151161,-0.33634083305679,-0.354996180100667,0,"1",-3.782,0.746,0.751,0.877,117.049,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
74,-0.607036345405343,0.542690373335568,-0.425687675634234,-0.686364684650142,-0.360153743836706,0,"1",-6.94,0.268,0.096,0.459,64.177,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
74,-0.674481008068535,-0.226901074267221,-0.522877581098724,0.766097665893098,-0.360153743836706,0,"1",-7.132,0.592,0.325,0.571,104.95,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50,0.0233286876365924,-0.927830582262314,-0.588258464760232,0.0388427808271746,-0.358562056556941,0,"1",-14.805,0.899,0.744,0.448,111.503,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
55,-0.15775198240632,-0.963020750859638,-0.539178358709602,-0.534107552837923,-0.359870678493848,0,"0",-11.541,0.567,0.535,0.867,146.008,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
26,-0.421007089740569,0.521950552251522,-0.693035398890901,-0.654200759364895,-0.35591221629708,0,"0",-11.182,0.731,0.425,0.346,75.066,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0,-0.481066912290669,-0.979521336189172,-0.759667920879294,2.83008760479934,2.9918675753697,1,"0",-6.49,0.749,0.847,0.967,140.02,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2,0.274583038691721,-0.897846888944281,0.404821120112347,-0.3935818086353,-0.360153743836706,0,"0",-6.297,0.552,0.786,0.886,87.167,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
4,-0.0391228063008137,-0.867123050699505,-0.0780376756184246,-0.683033203955856,3.63510324453794,1,"1",-8.03,0.236,0.25,0.836,129.974,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
62,0.0991483727406109,-0.33767642897894,-0.593181218187726,2.34566393887072,-0.360153743836706,0,"1",-9.858,0.865,0.561,0.525,108.362,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
41,-0.194998367165416,0.958542821385115,0.536087564580377,-0.659739844591885,-0.212040785384391,0,"1",-9.671,0.691,0.208,0.581,199.756,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
77,0.949303640291833,0.377753334305859,1.21901737167395,0.578608912651949,-0.360073220650235,0,"1",-7.033,0.782,0.243,0.436,82.994,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
65,-0.00679109141118017,2.12165357853947,-0.563684978378797,-0.680812753305298,-0.352354050886124,0,"1",-10.273,0.471,0.304,0.179,76.471,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
52,0.890696130061057,-0.905792876741509,0.029822022786473,1.63303041334839,-0.360153743836706,0,"1",-6.503,0.698,0.378,0.783,133.002,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
58,0.235405907048043,-0.967141714504772,0.0221604509323572,-0.44349484988367,-0.350498427842173,0,"0",-5.68,0.757,0.676,0.625,163.107,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
76,-0.660853428366525,-0.387751007598325,-0.683911859050472,1.20773788423221,-0.360153743836706,0,"0",-8.417,0.728,0.445,0.607,129.938,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
62,-0.226076951361428,-0.600073223910961,-0.531024281944924,-0.364385682620757,-0.346047199308524,0,"0",-6.508,0.901,0.705,0.559,107.992,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
48,0.0341850865004596,-0.890380427912133,-0.171528243571485,-0.172679950743283,-0.309630418377704,0,"1",-5.605,0.813,0.736,0.882,140.103,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
64,1.18339481271287,2.18310863855351,-0.140256763641492,-0.63538781681089,-0.341784438133273,0,"1",-18.515,0.394,0.0932,0.0826,131.512,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
98,0.0609497162689094,-0.925011561940448,-0.385499402025519,-0.633176553053294,-0.360123330725565,0,"1",-5.991,0.653,0.643,0.67,123.07,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
46,-0.392924326201616,-0.529104332945944,-0.409590839943664,0.648040133445319,-0.356221718602048,0,"1",-6.84,0.525,0.341,0.63,90.045,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
10,-1.05432374835428,-0.937003962825603,0.849129974901832,-0.687475392889457,3.2218960357648,1,"0",-6.443,0.739,0.767,0.926,138.498,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
73,0.00513569715189499,-0.97534690647119,-0.592360572401804,0.11160270241633,-0.359859529576636,0,"1",-5.436,0.527,0.958,0.978,141.169,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
56,-0.222766129872555,-0.379368521962831,2.75188413406452,-0.708599273787496,-0.36014240858638,0,"0",-2.605,0.734,0.808,0.907,119.006,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
55,-0.0279228144620778,-0.731271832257657,0.448789525609225,-0.598956267950814,-0.355175663008245,0,"0",-7.608,0.464,0.293,0.468,133.247,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
55,-2.19802968944609,2.19043013133378,-0.680596498375679,-0.617709610122702,3.83023532352423,1,"1",-21.672,0.172,0.0417,0.103,125.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
73,1.04930083447221,-0.801228336617394,1.59364423555818,1.64210331716036,-0.353096455784554,0,"1",-3.887,0.499,0.26,0.727,139.865,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
80,-0.109704836665235,-0.622497639835897,-0.728789092006633,-0.659739844591885,-0.360075078865815,0,"0",-4.506,0.725,0.859,0.834,120.026,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
62,-1.06308467722902,2.04684298698535,0.293951720341468,-0.710825100831916,1.18343055761832,1,"1",-15.584,0.643,0.605,0.213,137.709,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
99,-0.0528171839512304,-0.880133158290645,0.644033449385503,2.19971939546313,-0.347716035178391,0,"1",-5.68,0.901,0.329,0.428,160.072,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
84,0.00265476783011546,-0.817272175386429,-0.441813332890218,-0.383841521852133,-0.360153743836706,0,"0",-5.025,0.69,0.544,0.622,140.161,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
56,1.04262863575675,-0.35847676031008,1.23912793567894,-0.551657509790281,-0.35676028948069,0,"1",-6.221,0.83,0.376,0.539,101.031,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
68,-0.307534356510393,-0.749343595943959,-0.645858697828932,-0.398996648790581,-0.35835770610633,0,"1",-6.442,0.699,0.484,0.583,114.991,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
68,0.0247441178434437,1.88839937774954,-0.506606253869937,-0.334186369362303,-0.360153743836706,0,"0",-8.524,0.529,0.16,0.203,89.646,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
77,0.36927563427539,1.58252242421974,0.842134885485034,-0.611087288117748,-0.360153743836706,0,"1",-4.813,0.743,0.81,0.703,121.971,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
58,-0.00776074553725472,-0.979777905373787,-0.401553198025644,-0.163125047552374,-0.360145505647251,0,"1",-5.534,0.368,0.59,0.869,172.202,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
58,2.51336936994466,-0.72001177457854,3.12881301933213,-0.656416073056137,1.23152188249096,1,"1",-6.288,0.505,0.6,0.789,120.567,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
59,0.529082888231879,-0.888981771335264,2.8307873173445,-0.512207732828327,2.28614400834717,1,"1",-6.773,0.593,0.473,0.902,133.271,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
34,-0.039362637454464,1.40463965445706,-0.417635661533848,-0.764374706471737,-0.360143647410543,0,"1",-8.585,0.524,0.137,0.444,93.93,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
72,0.118460033822203,-0.698466958205742,1.67056578932393,-0.775562354206709,-0.360153743836706,0,"1",-9.397,0.497,0.458,0.698,95.769,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
44,-0.207815963234365,-0.681925896449602,3.4749398706757,-0.518773297475599,-0.354346371694923,0,"0",-4.802,0.262,0.468,0.881,127.947,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
45,-0.356398941018365,-0.561192060071334,-0.234398845633813,-0.371947928422414,-0.360153743836706,0,"1",-4.757,0.41,0.368,0.786,177.833,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
89,0.362437006289312,-0.920316907150088,-0.642557313198353,-0.725303495483182,-0.360153743836706,0,"0",-6.431,0.63,0.191,0.486,128.038,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
51,0.0376403553043811,-0.312835598268863,-0.705491503183465,-0.62765025463442,-0.360153743836706,0,"1",-6.942,0.77,0.434,0.699,99.16,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
67,-0.571834898412829,-0.610173099918971,0.0604032989318793,-0.533011569997578,-0.360146496707057,0,"1",-3.212,0.615,0.437,0.797,121.508,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
60,0.779271051048614,0.0334871020161092,-0.539178358709602,-0.131332630109619,3.77011301291314,1,"0",-11.587,0.591,0.36,0.513,119.797,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
65,0.769662245926268,-0.354309405265951,-0.571868692864092,0.518760693606526,-0.360123454607588,0,"0",-5.904,0.71,0.458,0.645,122.018,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
51,-0.208162980206445,-0.887583526228833,2.13092643668547,-0.7008122727086,-0.352787109596375,0,"0",-6.989,0.66,0.324,0.657,124.012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48,-1.02176661393318,-0.973163796268018,-0.417635661533848,-0.573632716489502,-0.360153743836706,0,"1",-8.098,0.667,0.667,0.95,180.356,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
78,0.713135856718532,0.566772999499193,3.893432451824,-0.4380590050967,-0.360153743836706,0,"1",-7.335,0.509,0.244,0.831,75.089,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
24,0.253224491043042,1.63762875890546,-0.806605758309934,2.97636608474244,-0.360153743836706,0,"0",-6.518,0.565,0.229,0.443,136.822,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
37,0.296499377698896,1.36709021235504,-0.3215688608434,-0.717505170052631,-0.360153743836706,0,"1",-6.246,0.515,0.892,0.603,97.991,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
79,-0.0315113541743643,2.01152427152713,-0.2580889351497,-0.572532957472451,1.08120681350077,1,"1",-9.545,0.441,0.105,0.464,174.118,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40,-0.14360245965552,1.10479645696435,-0.506606253869937,1.00822276560563,3.45707976048561,1,"0",-6.089,0.614,0.149,0.367,96.737,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
57,1.48105872129764,-0.864803560085254,2.52836587865025,-0.246199364558252,0.0624051951608392,0,"1",-8.455,0.213,0.171,0.441,100.111,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
19,0.977001269434992,0.898117454586484,-0.0162454800678547,1.84882702928659,-0.360153743836706,0,"1",-4.876,0.718,0.888,0.847,91.158,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
56,-1.53232007933441,1.15357551884374,0.911842487130491,-0.413087186522956,-0.360153743836706,0,"1",-9.196,0.701,0.716,0.594,120.057,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
51,-0.326078911779597,-0.16245441738173,-0.101319490836459,-0.778920773660949,-0.360153743836706,0,"1",-5.399,0.519,0.243,0.642,99.909,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
53,1.94091279761225,-0.814976879971495,-0.897825438495301,-0.681922924996503,3.43362345942293,1,"1",-8.248,0.805,0.173,0.644,100.001,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19,1.17355196418468,-0.878737513551992,-0.880015769280065,-0.695253358139887,2.97019712226274,1,"1",-11.267,0.369,0.827,0.744,126.021,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
65,-1.69239846272007,1.37288639371159,-0.621951032366593,-0.40007992308607,-0.357311289758449,0,"0",-5.886,0.839,0.0644,0.473,58.017,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
46,0.0247804040550172,-0.178484341930308,-0.665692459938518,-0.729762058767709,-0.360153743836706,0,"0",-7.269,0.646,0.412,0.506,139.991,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
67,0.529512346165575,-0.489511214872573,-0.441813332890218,-0.632071080727569,-0.360146310883331,0,"1",-4.19,0.687,0.902,0.917,152.113,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
79,-0.0315113541743643,2.23653950207969,-0.148064459987767,-0.0795934412072181,-0.360153743836706,0,"1",-9.545,0.52,0.105,0.379,174.118,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
65,-0.235948925691779,-0.0831058611931791,2.44675594780066,-0.582434579869609,-0.359910319250898,0,"0",-7.539,0.574,0.398,0.656,77.737,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
37,-0.593006480323649,-0.455348493677622,-0.369474171513791,-0.515490046227713,-0.341413901850302,0,"1",-8.312,0.629,0.287,0.551,140.008,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60,0.0288966589965851,0.820675934859947,-0.506606253869937,3.16855172834554,-0.3597988302683,0,"0",-5.867,0.66,0.458,0.927,136.247,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
68,2.77981913481861,1.64857376805618,1.31248483800942,-0.707486521926763,-0.360147487767021,0,"0",-10.552,0.329,0.189,0.306,170.169,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16,-0.220444452452873,0.240084419642222,-0.856324195978831,-0.478345281923131,-0.360153743836706,0,"1",-5.425,0.636,0.955,0.9,200.014,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
68,0.34710542661972,-0.870372240421565,4.09072790292002,-0.206717430651818,1.30769971001222,1,"0",-2.555,0.781,0.619,0.98,167.908,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
67,0.396162997245698,-0.944449759972715,1.07697182816303,-0.615501745367925,-0.312580151191693,0,"0",-4.317,0.71,0.875,0.882,99.075,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
53,-0.867580273814338,-0.417206681215702,0.0221604509323572,-0.647557379676541,-0.360135223411123,0,"1",-5.114,0.673,0.749,0.84,144.184,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
70,1.12392781264218,-0.721361573836913,-0.807446161163282,1.68736068988572,-0.360153743836706,0,"1",-8.768,0.625,0.555,0.54,98.027,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
83,-0.815544347965447,-0.962547305748394,-0.712973443387839,-0.71193817605736,-0.34827241373247,0,"1",-5.881,0.662,0.78,0.861,104.034,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
43,3.86392348608485,0.345506084246935,-0.789814148763364,-0.694141897861332,-0.336660652685217,0,"1",-8.308,0.462,0.53,0.725,108.37,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
87,-0.70102720497295,0.914093496934102,-0.329535404636954,-0.0911880991546752,-0.360153743836706,0,"1",-7.114,0.755,0.374,0.625,147.02,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
55,0.620327033253112,0.313038547660434,0.0984844430743282,-0.513301733122473,-0.359891737614443,0,"1",-3.833,0.416,0.677,0.949,145.042,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
42,-0.224566397424049,-0.67835700713355,-0.961720450653052,-0.232311869998293,-0.165647092724131,0,"1",-5.066,0.593,0.477,0.829,160.012,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
97,-0.255671863564509,-0.898781021833163,-0.20290868358195,-0.753197940605746,-0.34196971458722,0,"0",-6.442,0.669,0.65,0.733,116.468,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
67,-0.644356625682633,-0.844440705429868,0.174167049550326,-0.329878653442731,-0.360153743836706,0,"0",-3.95,0.554,0.657,0.907,141.988,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
71,1.11556928464779,-0.158455369503118,-0.250185312728135,2.13039289811218,-0.359503394168975,0,"1",-4.754,0.799,0.816,0.878,171.687,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
59,-0.116400190088286,-0.972357248373105,-0.619481443985495,-0.491441492379632,-0.360145443706018,0,"0",-4.807,0.473,0.35,0.892,137.35,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
73,0.361307126927216,0.556466812323902,3.66106726330994,-0.623231128695564,-0.357825188123041,0,"1",-6.338,0.539,0.752,0.884,100.812,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
90,-0.570902298876518,0.147288263773369,-0.0702904259610237,-0.522057487108078,-0.353096455784554,0,"0",-4.882,0.643,0.319,0.529,146.067,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
59,-0.403195441253963,-0.0831058611931791,-0.226515976709225,1.46848108003351,-0.357051261047996,0,"0",-7.755,0.677,0.47,0.792,97.974,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
59,0.43373917353373,-0.98121010091315,-0.727955996666196,-0.650878589415222,2.68514645133531,1,"1",-7.508,0.676,0.913,0.868,115.151,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
51,-0.275457549976498,-0.976438837721708,4.02707974280915,0.142645041189652,-0.359580813167956,0,"0",-1.976,0.468,0.698,0.939,176.075,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
39,-1.5103242890356,1.85711324312348,-0.417635661533848,-0.600058558908625,-0.360139249585887,0,"1",-7.552,0.489,0.946,0.64,66.112,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
47,-0.511829007460691,-0.239082716450396,-0.852100108301673,-0.375190415039674,-0.358803570327062,0,"1",-8.227,0.564,0.633,0.665,176.405,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
77,2.02885042576044,-0.354309405265951,-0.345489664205759,-0.488166040198904,-0.360153743836706,0,"1",-7.711,0.629,0.769,0.901,125.148,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
49,0.314491138253098,-0.97986343151322,-0.226515976709225,-0.77108598793238,0.286265917396311,1,"0",-5.721,0.606,0.435,0.758,116.043,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
90,-1.23815155620076,-0.400352521272869,-0.0780376756184246,2.74800988382193,-0.360153743836706,0,"1",-4.296,0.612,0.832,0.63,149.989,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
54,-0.138411581490502,1.69751677847381,-0.393522722976088,-0.703036591740107,-0.360153743836706,0,"1",-12.751,0.684,0.799,0.33,119.992,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
60,-0.153910304381438,2.23653950207969,-0.393522722976088,-0.78228017496565,-0.35963283927889,0,"1",-9.594,0.62,0.117,0.374,109.829,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35,-1.05002282169256,1.05241423592292,0.807077709372759,-0.62765025463442,-0.360089944610528,0,"0",-7.064,0.585,0.654,0.7,103.78,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
60,0.107538175128928,-0.226901074267221,0.987902784796819,-0.45219755375957,-0.335550029331947,0,"0",-3.145,0.761,0.786,0.701,99.982,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
23,-1.37986243605368,-0.852297833498867,1.75316270210007,-0.637599506179836,-0.355119960859676,0,"0",-7.716,0.782,0.642,0.591,169.985,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
79,-0.109873957230316,-0.777491335453062,-0.132455830133955,0.316984972101827,-0.360153743836706,0,"0",-4.987,0.53,0.33,0.714,175.924,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
32,2.05058206594646,-0.787975775213762,-0.498481600931593,-0.580233481868264,-0.360153743836706,0,"1",-6.546,0.524,0.524,0.841,95.036,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
91,0.26890132056284,-0.97520449914867,-0.600570397192167,-0.49908784701001,-0.360153743836706,0,"0",-7.979,0.858,0.543,0.615,98.056,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
68,0.421979905237242,0.878875047236773,-0.672313432242869,-0.231244296059597,-0.360153743836706,0,"1",-6.924,0.749,0.798,0.637,99.951,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
69,-0.568741235727735,-0.239082716450396,0.068032420244816,-0.638705510519771,-0.360153743836706,0,"1",-11.169,0.604,0.518,0.622,136.543,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
57,1.08544785876034,0.20688613712401,-0.377483222438555,1.38531426042925,-0.360139311527058,0,"1",-9.155,0.805,0.173,0.385,136.049,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
92,-0.200901454958426,-0.723161902693034,-0.644207854240519,-0.583535287000187,-0.360153743836706,0,"1",-7.906,0.575,0.523,0.617,123.222,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
28,0.0131512513934557,-0.628671914966658,-0.577601720857403,0.173603745361145,-0.360034198251817,0,"1",-8.591,0.674,0.397,0.439,167.908,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
63,0.921605474507233,1.72718016517594,-0.531024281944924,-0.714164650019157,-0.359094637896312,0,"1",-9.428,0.528,0.489,0.381,143.01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
